# rho theta Phi
2.291724241700994753e+02 1.009421810435371825e+00 3.465173959732055664e+00
2.302433495239330341e+02 1.002068444377760992e+00 3.453305959701538086e+00
2.313266089320465539e+02 9.947835563509438428e-01 3.441347599029541016e+00
2.324220299369231384e+02 9.875669566860051374e-01 3.429297685623168945e+00
2.335294413987238613e+02 9.804184308023696781e-01 3.417164802551269531e+00
2.346486735526114273e+02 9.733377403194997113e-01 3.404947280883789062e+00
2.357795580621865668e+02 9.663246241515698332e-01 3.392653942108154297e+00
2.369219280691426377e+02 9.593787995837099736e-01 3.380285739898681641e+00
2.380756182392476887e+02 9.524999633285539113e-01 3.367845058441162109e+00
2.392404648047649971e+02 9.456877925619732173e-01 3.355335950851440430e+00
2.404163056034261672e+02 9.389419459370044185e-01 3.342760324478149414e+00
2.416029801140706184e+02 9.322620645751131807e-01 3.330122947692871094e+00
2.428003294890680195e+02 9.256477730340534338e-01 3.317423582077026367e+00
2.440081965836393749e+02 9.190986802516996068e-01 3.304675579071044922e+00
2.452264259821930352e+02 9.126143804653362723e-01 3.291871070861816406e+00
2.464548640217920195e+02 9.061944541059935299e-01 3.279018402099609375e+00
2.476933588128676433e+02 8.998384686675117150e-01 3.266117334365844727e+00
2.489417602572939074e+02 8.935459795501111691e-01 3.253175973892211914e+00
2.501999200639360765e+02 8.873165308783221850e-01 3.240192174911499023e+00
2.514676917617847778e+02 8.811496562932148446e-01 3.227173566818237305e+00
2.527449307107859795e+02 8.750448797189348538e-01 3.214121580123901367e+00
2.540314941104744264e+02 8.690017161036209803e-01 3.201035022735595703e+00
2.553272410065169709e+02 8.630196721348417643e-01 3.187922954559326172e+00
2.566320322952690276e+02 8.570982469297416806e-01 3.174782514572143555e+00
2.579457307264456176e+02 8.512369327001421127e-01 3.161626815795898438e+00
2.592682009040059938e+02 8.454352153928854641e-01 3.148445129394531250e+00
2.605993092853470898e+02 8.396925753057543629e-01 3.135252475738525391e+00
2.619389241789008906e+02 8.340084876793338875e-01 3.122044801712036133e+00
2.632869157402243445e+02 8.283824232652193809e-01 3.108827114105224609e+00
2.646431559666714861e+02 8.228138488709991760e-01 3.095599174499511719e+00
2.660075186907317288e+02 8.173022278824707554e-01 3.082370042800903320e+00
2.673798795721173747e+02 8.118470207635675173e-01 3.069139480590820312e+00
2.687601160886786147e+02 8.064476855344947515e-01 3.055905103683471680e+00
2.701481075262234981e+02 8.011036782285876345e-01 3.042675971984863281e+00
2.715437349673160838e+02 7.958144533284179367e-01 3.029454708099365234e+00
2.729468812791236019e+02 7.905794641816868973e-01 3.016240596771240234e+00
2.743574311003804382e+02 7.853981633974482790e-01 3.003041267395019531e+00
2.757752708275344844e+02 7.802700032232139371e-01 2.989852190017700195e+00
2.772002886001383786e+02 7.751944359034941279e-01 2.976682901382446289e+00
2.786323742855449268e+02 7.701709140203309989e-01 2.963530778884887695e+00
1.960408120774855263e+02 1.591201657481434717e+00 3.871713876724243164e+00
1.960102038160258644e+02 1.581000054288850931e+00 3.872016906738281250e+00
1.960000000000000000e+02 1.570796326794896558e+00 3.872070074081420898e+00
1.960102038160258644e+02 1.560592599300942407e+00 3.871877670288085938e+00
1.960408120774855263e+02 1.550390996108358621e+00 3.871435165405273438e+00
1.960918152294990477e+02 1.540193638866177883e+00 3.870740652084350586e+00
1.961631973638276634e+02 1.530002643927031114e+00 3.869799375534057617e+00
1.962549362436522244e+02 1.519820119719583307e+00 3.868608951568603516e+00
1.963670033381372377e+02 1.509648164145595439e+00 3.867171049118041992e+00
1.964993638666547895e+02 1.499488862009606294e+00 3.865483045578002930e+00
1.966519768525096765e+02 1.489344282489025728e+00 3.863552331924438477e+00
1.968247951859724481e+02 1.479216476652210899e+00 3.861373424530029297e+00
1.970177656963960260e+02 1.469107475031819598e+00 3.858951568603515625e+00
1.972308292331601933e+02 1.459019285260417798e+00 3.856282234191894531e+00
1.974639207551597337e+02 1.448953889774979409e+00 3.853375196456909180e+00
1.977169694285242656e+02 1.438913243596523728e+00 3.850226640701293945e+00
1.979898987322333141e+02 1.428899272190732761e+00 3.846836090087890625e+00
1.982826265712656948e+02 1.418913869414945683e+00 3.843210697174072266e+00
1.985950653969025552e+02 1.408958895556473800e+00 3.839345932006835938e+00
1.989271223337833305e+02 1.399036175466693344e+00 3.835248231887817383e+00
1.992786993132984037e+02 1.389147496794884695e+00 3.830917358398437500e+00
1.996496932128872572e+02 1.379294608325277727e+00 3.826357841491699219e+00
2.000399960007997890e+02 1.369479218420255773e+00 3.821569204330444336e+00
2.004494948858689440e+02 1.359702993572150076e+00 3.816554546356201172e+00
2.008780724718355088e+02 1.349967557065548274e+00 3.811312198638916016e+00
2.013256069157622221e+02 1.340274487751527799e+00 3.805855512619018555e+00
2.017919720900710274e+02 1.330625318934723467e+00 3.800174236297607422e+00
2.022770377477384329e+02 1.321021537373648247e+00 3.794278860092163086e+00
2.027806696901852206e+02 1.311464582394211709e+00 3.788168430328369141e+00
2.033027299374014660e+02 1.301955845115917665e+00 3.781849622726440430e+00
2.038430768998545091e+02 1.292496667789785336e+00 3.775321722030639648e+00
2.044015655517344499e+02 1.283088343246618246e+00 3.768584728240966797e+00
2.049780476051033133e+02 1.273732114453853814e+00 3.761651754379272461e+00
2.055723716845238016e+02 1.264429174178849591e+00 3.754514694213867188e+00
2.061843835017579636e+02 1.255180664756130327e+00 3.747179985046386719e+00
2.068139260301394700e+02 1.245987677955795236e+00 3.739651441574096680e+00
2.074608396782390400e+02 1.236851254950002588e+00 3.731935262680053711e+00
2.081249624624590808e+02 1.227772386374193170e+00 3.724033832550048828e+00
2.088061301782109922e+02 1.218752012479479285e+00 3.715943574905395508e+00
2.095041765693466971e+02 1.209791023372433827e+00 3.707674264907836914e+00
2.102189334955345998e+02 1.200890259338339039e+00 3.699227809906005859e+00
2.109502310972898727e+02 1.192050511243812450e+00 3.690606355667114258e+00
2.116978979583878697e+02 1.183272521014617773e+00 3.681813716888427734e+00
2.124617612654098195e+02 1.174556982184372655e+00 3.672853946685791016e+00
2.132416469641894423e+02 1.165904540509813181e+00 3.663731098175048828e+00
2.140373799129488361e+02 1.157315794648229534e+00 3.654445886611938477e+00
2.148487840319325528e+02 1.148791296892679004e+00 3.645004987716674805e+00
2.156756824493665476e+02 1.140331553960588939e+00 3.635408639907836914e+00
2.165178976435897198e+02 1.131937027831390052e+00 3.625661611557006836e+00
2.173752515812230115e+02 1.123608136628870158e+00 3.615768194198608398e+00
2.182475658512598500e+02 1.115345255544003100e+00 3.605731725692749023e+00
2.191346617949793938e+02 1.107148717794090409e+00 3.595554351806640625e+00
2.200363606316010703e+02 1.099018815614146494e+00 3.585241317749023438e+00
2.209524835796149205e+02 1.090955801276568771e+00 3.574794292449951172e+00
2.218828519737386102e+02 1.082959888135254234e+00 3.564216375350952148e+00
2.228272873774664049e+02 1.075031251690455214e+00 3.553514242172241211e+00
2.237856116911898425e+02 1.067170030670800518e+00 3.542687892913818359e+00
2.247576472558831426e+02 1.059376328129059130e+00 3.531742334365844727e+00
2.257432169523594041e+02 1.051650212548373764e+00 3.520680427551269531e+00
2.267421442961144749e+02 1.043991718955840531e+00 3.509508132934570312e+00
2.277542535277881370e+02 1.036400850040482879e+00 3.498224258422851562e+00
2.287793696992803518e+02 1.028877577272812482e+00 3.486835241317749023e+00
2.298173187555715913e+02 1.021421842023345627e+00 3.475344419479370117e+00
2.308679276123039017e+02 1.014033556677597314e+00 3.463753938674926758e+00
2.319310242291875852e+02 1.006712605745239575e+00 3.452068090438842773e+00
2.330064376793053214e+02 9.994588469612698534e-01 3.440291881561279297e+00
2.340939982143925135e+02 9.922721123771913732e-01 3.428424835205078125e+00
2.351935373261773918e+02 9.851522094403643015e-01 3.416471004486083984e+00
2.363048878038708835e+02 9.780989220598338418e-01 3.404435873031616211e+00
2.374278837878988497e+02 9.711120116570921557e-01 3.392323493957519531e+00
2.385623608199751118e+02 9.641912182003696818e-01 3.380132198333740234e+00
2.397081558896150568e+02 9.573362612211930855e-01 3.367871999740600586e+00
2.408651074771935612e+02 9.505468408120751889e-01 3.355538606643676758e+00
2.420330555936523353e+02 9.438226386043330196e-01 3.343139410018920898e+00
2.432118418169641814e+02 9.371633187251514618e-01 3.330679416656494141e+00
2.444013093254616820e+02 9.305685287331225686e-01 3.318158388137817383e+00
2.456013029281400293e+02 9.240379005316063932e-01 3.305579185485839844e+00
2.468116690920427345e+02 9.175710512593592272e-01 3.292947530746459961e+00
2.480322559668399265e+02 9.111675841579759405e-01 3.280265808105468750e+00
2.492629134067079804e+02 9.048270894157867117e-01 3.267535686492919922e+00
2.505034929896188203e+02 8.985491449879328130e-01 3.254761934280395508e+00
2.517538480341462446e+02 8.923333173924319350e-01 3.241946220397949219e+00
2.530138336138955140e+02 8.861791624821160340e-01 3.229091167449951172e+00
2.542833065696605956e+02 8.800862261923979579e-01 3.216199159622192383e+00
2.555621255194126036e+02 8.740540452648857261e-01 3.203279256820678711e+00
2.568501508662200763e+02 8.680821479469282842e-01 3.190328121185302734e+00
2.581472448042008523e+02 8.621700546672264043e-01 3.177348136901855469e+00
2.594532713226025180e+02 8.563172786876985798e-01 3.164343357086181641e+00
2.607680962081059306e+02 8.505233267318341728e-01 3.151320457458496094e+00
2.620915870454448395e+02 8.447876995898095931e-01 3.138279438018798828e+00
2.634236132164313062e+02 8.391098927006809260e-01 3.125220537185668945e+00
2.647640458974745457e+02 8.334893967120000635e-01 3.112149238586425781e+00
2.661127580556783414e+02 8.279256980172324809e-01 3.099069595336914062e+00
2.674696244435992298e+02 8.224182792713783385e-01 3.085980653762817383e+00
2.688345215927448635e+02 8.169666198852263417e-01 3.072890758514404297e+00
2.702073278058905430e+02 8.115701964986864470e-01 3.059798955917358398e+00
2.715879231482873024e+02 8.062284834336653772e-01 3.046705961227416992e+00
2.729761894378335683e+02 8.009409531269646720e-01 3.033615827560424805e+00
2.743720102342802534e+02 7.957070765436915494e-01 3.020532608032226562e+00
2.757752708275344844e+02 7.905263235716827319e-01 3.007459640502929688e+00
2.771858582251266512e+02 7.853981633974482790e-01 2.994397640228271484e+00
2.786036611389017708e+02 7.803220648641497892e-01 2.981350898742675781e+00
2.800285699709942264e+02 7.752974968121264521e-01 2.968320369720458984e+00
1.980403999188044395e+02 1.590995599375964575e+00 3.863028049468994141e+00
1.980101007524616250e+02 1.580896993380218607e+00 3.863325119018554688e+00
1.980000000000000000e+02 1.570796326794896558e+00 3.863382339477539062e+00
1.980101007524616250e+02 1.560695660209574731e+00 3.863187789916992188e+00
1.980403999188044395e+02 1.550597054213828763e+00 3.862752914428710938e+00
1.980908882306301280e+02 1.540502566876121415e+00 3.862072229385375977e+00
1.981615502563501821e+02 1.530414251230396649e+00 3.861149787902832031e+00
1.982523644247402217e+02 1.520334152778040737e+00 3.859983682632446289e+00
1.983633030577984755e+02 1.510264307012789464e+00 3.858570814132690430e+00
1.984943324127920903e+02 1.500206736976023025e+00 3.856919527053833008e+00
1.986454127333425106e+02 1.490163450849722793e+00 3.855025529861450195e+00
1.988164983093707008e+02 1.480136439594151421e+00 3.852890491485595703e+00
1.990075375456919744e+02 1.470127674637067727e+00 3.850513458251953125e+00
1.992184730390231664e+02 1.460139105621000910e+00 3.847899436950683594e+00
1.994492416631359504e+02 1.450172658214793797e+00 3.845048904418945312e+00
1.996997746618658596e+02 1.440230231995268895e+00 3.841959714889526367e+00
1.999699977496624399e+02 1.430313698404498846e+00 3.838638305664062500e+00
2.002598312193436243e+02 1.420424898787762125e+00 3.835080862045288086e+00
2.005691900566984032e+02 1.410565642516834473e+00 3.831293106079101562e+00
2.008979840615629371e+02 1.400737705202840244e+00 3.827276229858398438e+00
2.012461179749810753e+02 1.390942827002418447e+00 3.823032617568969727e+00
2.016134916120446405e+02 1.381182711020507270e+00 3.818558216094970703e+00
2.020000000000000000e+02 1.371459021812572621e+00 3.813862085342407227e+00
2.024055335211960198e+02 1.361773383988631902e+00 3.808945655822753906e+00
2.028299780604435227e+02 1.352127380920954636e+00 3.803805351257324219e+00
2.032732151563506022e+02 1.342522553556843912e+00 3.798451185226440430e+00
2.037351221561957288e+02 1.332960399337445923e+00 3.792878866195678711e+00
2.042155723739010114e+02 1.323442371223073177e+00 3.787095546722412109e+00
2.047144352506681457e+02 1.313969876825088923e+00 3.781103134155273438e+00
2.052315765178448430e+02 1.304544277643971295e+00 3.774902105331420898e+00
2.057668583615933073e+02 1.295166888412765616e+00 3.768496990203857422e+00
2.063201395889407479e+02 1.285838976544742440e+00 3.761888980865478516e+00
2.068912757948000092e+02 1.276561761683708829e+00 3.755079746246337891e+00
2.074801195295587775e+02 1.267336415355074575e+00 3.748076200485229492e+00
2.080865204668481283e+02 1.258164060715449839e+00 3.740881919860839844e+00
2.087103255711130316e+02 1.249045772398254428e+00 3.733493566513061523e+00
2.093513792646229490e+02 1.239982576452546281e+00 3.725916624069213867e+00
2.100095235935742153e+02 1.230975450372030044e+00 3.718157291412353516e+00
2.106845983929532622e+02 1.222025323210989667e+00 3.710213661193847656e+00
2.113764414498456006e+02 1.213133075783690451e+00 3.702096462249755859e+00
2.120848886648928726e+02 1.204299540943638780e+00 3.693797588348388672e+00
2.128097742116183895e+02 1.195525503938939194e+00 3.685335397720336914e+00
2.135509306933594189e+02 1.186811702839877691e+00 3.676698684692382812e+00
2.143081892975627625e+02 1.178158829034769761e+00 3.667896032333374023e+00
2.150813799472190340e+02 1.169567527790047912e+00 3.658933639526367188e+00
2.158703314492290417e+02 1.161038398870513744e+00 3.649811267852783203e+00
2.166748716395142935e+02 1.152571997215667610e+00 3.640531539916992188e+00
2.174948275247022877e+02 1.144168833668020469e+00 3.631104946136474609e+00
2.183300254202339374e+02 1.135829375749316750e+00 3.621524095535278320e+00
2.191802910847597161e+02 1.127554048480628568e+00 3.611799955368041992e+00
2.200454498507069729e+02 1.119343235242342249e+00 3.601931095123291016e+00
2.209253267509182592e+02 1.111197278670118749e+00 3.591925382614135742e+00
2.218197466412762822e+02 1.103116481582997022e+00 3.581783056259155273e+00
2.227285343192470179e+02 1.095101107939904450e+00 3.571509838104248047e+00
2.236515146382872103e+02 1.087151383820939898e+00 3.561106443405151367e+00
2.245885126180767202e+02 1.079267498429915983e+00 3.550578594207763672e+00
2.255393535505500324e+02 1.071449605114766612e+00 3.539929866790771484e+00
2.265038631017140176e+02 1.063697822402559723e+00 3.529159545898437500e+00
2.274818674092508957e+02 1.056012235045989955e+00 3.518275260925292969e+00
2.284731931759172596e+02 1.048392895078367859e+00 3.507278680801391602e+00
2.294776677587603615e+02 1.040839822874267018e+00 3.496173143386840820e+00
2.304951192541828959e+02 1.033353008213139246e+00 3.484962701797485352e+00
2.315253765788968678e+02 1.025932411343353001e+00 3.473649501800537109e+00
2.325682695468150030e+02 1.018577964044264705e+00 3.462237358093261719e+00
2.336236289419372838e+02 1.011289570684077210e+00 3.450730085372924805e+00
2.346912865872953660e+02 1.004067109271390201e+00 3.439129590988159180e+00
2.357710754100256452e+02 9.969104324984929821e-01 3.427439689636230469e+00
2.368628295026469459e+02 9.898193687745948655e-01 3.415666341781616211e+00
2.379663841806232938e+02 9.827937232473290541e-01 3.403806209564208984e+00
